TEXAS DEPARTMENT OF HEALTH - BUREAU OF LABS,4
KOMICO TECHNOLOGY AUSTIN,4
WAYNE DIVISION DRESSER INC,4
MICHAEL ANGELO'S GOURMET FOODS,4
BFGOODRICH AEROSPACE COMPONENT OVERHAUL,4
ADVANCED MICRO DEVICES INC,4
CHAMPION AUTOPLEX,4
LEIF JOHNSON FORD II LTD,3
HOLLY STREET POWER PLANT,3
SASOL NORTH AMERICA INC,3
BEE BOP PRINTING,3
TEXAS RESEARCH INTERNATIONAL,3
AUSTIN PAINTING & PLATING,3
URS,3
CAPITAL METRO TRANSIT AUTHORITY,3
BROOKS INDUSTRIAL COATINGS INC,3
AUSTIN AMERICAN STATESMAN,3
HOSPIRA,3
3J AUTOMOTIVE,3
COASTAL STATES AUSTIN TERM,3
GENERAL SERVICE COMMISSION,3
UNIVERSITY OF TEXAS MAIN CAMPUS,3
PLANT 2,3
BROOKS INDUSTRIAL COATINGS INC,3
MULTEK-AUSTIN,3
WILKE LANE WWTP,3
JOE FRYE PROPERTY,3
UNIVERSAL CIRCUITS INC,3
KMW SYSTEMS CORP,3
PLANT 1,3
HERAEUS QUARTZTECH INC,2
BUMPER-TO-BUMPER CAR PARTS AND,2
ERGON ASPHALT & EMULSIONS AUSTIN TX,2
JACK BROWN CLEANERS INC,2
LONE STAR FOUNDRIES INC - PURE CASTINGS CO,2
SPANSION AUSTIN FACILITY,2
SEVERN TRENT LABORATORIES INC,2
EXXON MOBIL CORPORATION,2
3 M TELECOM SYSTEMS RESEARCH BLVD,2
CONSOLIDATED METAL FINISHING,2
SMTC MANUFACTURING CORPORATION,2
DALES AUTO PARTS & MACHINE SHOP,2
AMBION,2
UNICOPY CORP,2
CONTINENTAL CARS LTD,2
CHEVRON USA INC,2
H RICHARDS OIL CO.,2
STENTECH INC,2
TEXWOOD FURNITURE INC,2
CONTEMPORARY PRODUCTS OF TEXAS,2
XETEL CORP,2
2222 SERVICE CENTER,2
INTERMEDICS ORTHOPEDICS INC,2
BLOCK HOUSE MUD,2
"ABC CONCRETE, INC",2
CEMATCO INC,2
SEVERN TRENT LABORATORIES INC,2
ADVANCED MICRO DEVICES INC,2
MAGNUM ASSEMBLY INC,2
TEXAS DEPARTMENT OF TRANSPORTATION,2
AMERICAN CLEANERS,2
STAKTEK,2
RAYTHEON SYSTEMS COMPANY,2
WILLIAMS INDUSTRIAL SERVICES,2
JACK BROWN CLEANERS,1
SOUTH FIRST CLEANERS,1
OLMOS ABATEMENT @ ST. EDWARDS UNIVERSITY,1
JLR CLEANERS,1
WONG'S CLEANERS,1
TEXAS INDUSTRIAL RADIATOR,1
SIEMENS INDUSTRY,1
SEVERN TRENT LABORATORIES,1
CALCOMP CORP,1
AMERICAN CLEANERS,1
CITY RADIATOR SERVICE,1
JEFFERSON CENTER PHASE I & II,1
LOCKHEED MISSILES & SPACE COMPANY INC,1
FSTI INC,1
LONGHORN SANDBLASTING,1
AUSTIN ISD,1
TEXAS ELECTRIC COOPERATIVES INC,1
SOUTH FORK HYUNDAI,1
COLUMBIA SCIENTIFIC INDUSTRIES,1
SEAHOLM POWER PLANT,1
APPLIED MATERIALS,1
AND ENSE CLEANERS,1
AUSTIN TERMINAL,1
SOUTHWEST BODY & PAINT INC,1
BFI WASTE SYSTEMS OF TEXAS LP,1
REGINALD DANE PARKER,1
NORMA DAVIS/JOE FRYE SITE #2,1
TN TECHNOLOGIES,1
JACK BROWN CLEANERS NO 6,1
AUSTIN ISD,1
AUSTIN BODY WORKS INC,1
MASTER VALET DRY CLEANERS,1
THE SHERWIN-WILLIAMS COMPANY,1
PAN AM CHEMICALS,1
MODERN METAL FINISHING INC,1
STAR ENTERPRISES INC,1
REICHHOLD INC,1
QUALITY ENGINE EXCHANGE,1
"CENTEX MATERIALS, LLC",1
FREESCALE SEMICONDUCTOR WILLIAM CANNON SITE,1
BRIGHT HORIZONS FAMILY CENTER,1
BRIGHT HORIZONS FAMILY CENTER,1
AUSTIN VEE DUB INC,1
AUSTIN ISD,1
JACK BROWN CLEANERS,1
LANDMARK COLLISION SPECIALIST,1
TYREX,1
JOASH ENTERPRISES INC,1
AUSTIN ISD,1
CELLZDIRECT,1
REIDS CLEANERS,1
POTENTIALS INC,1
KWIK SIGNS & GRAPHICS,1
AMERICAN MICROELECTRONICS INC,1
SCHAFER CO,1
RICK'S $1.59 DRY CLEANING,1
TOWER AUTOMOTIVE,1
CLASS ACT CLEANERS,1
AMERICAN CLEANERS,1
MULTILAYER TEK L.P.,1
MOTOROLA INCORPORATED,1
BLUEBONNET CLEANERS,1
SWEET CLEANERS,1
CASTRO'S CLEANERS,1
MASTER VALET CLEANERS,1
ESTRADA CLEANERS & TUXEDO RENTAL,1
US BERGSTROM AFB,1
HOME STEAM LAUNDRY & CLEANERS,1
FOUR SON'S QUALITY CLEANERS,1
FLAMINGO AUTOMOTIVE,1
ANTHONY'S DRY CLEANING & LAUNDRY,1
JACK BROWN DRY CLEANERS,1
GALVAN CLEANERS,1
RICK'S CLEANERS,1
TIP TOP CLEANERS,1
AUTUMN HEATING & COOLING,1
THE LAUNDRY & DRY CLEANING ROOM,1
COMET CLEANERS OF NORTHWEST AUSTIN,1
GUTHRIES DRY CLEANERS,1
MCCALLUM HIGH SCHOOL ADDITIONS AND RENOVATIONS,0
TRAVIS COUNTY WWTF,0
AXCESS TECHNOLOGIES LLP,0
STAR ENTERPRISE,0
STAR ENTERPRISES INC,0
JACK BROWN CLEANERS 53,0
GENOMICFX LP,0
520 BEARDSLEY LANE (TXU010215),0
PETTY INDUSTRIAL COATERS INC,0
DAN N DAVIDSON,0
PREMIUM POLYMERS GROUP OF FLEXIBLE PRODU,0
TEXAS DEPARTMENT OF TRANSPORTATION,0
SW TAYLORS AUTO INC,0
101 COLORADO UNDERGROUND PARKING GARAGE,0
HOHMANNS AUTOMOTIVE INC,0
SACHEM INC,0
SOUTHSIDE COLLISION & PAINT,0
BORDEN DAIRY CO OF TEXAS LLC,0
MOBIL OIL CORPORATION,0
R FRAZIER US,0
PAVILION LINCOLN MERCURY,0
CUSTOM CRETE INCORPORATED,0
GARLYN SHELTON MAZDA,0
AERA INC,0
TRINITY ENGINEERING TESTING CORPORATION,0
CITY OF AUSTIN,0
ROUND ROCK READY MIX PLANT,0
AUSTIN ARMY AVIATION SPT FAC,0
BROTHERS II CLEANERS,0
CATALYST RECYCLING INC,0
KIMS CLEANERS & LAUNDRY,0
C AND T RECLAMATION,0
FLEXIBLE PRODUCTS CO. PREMIUM POLYMERS GROUP,0
COMMERCIAL METALS COMPANY,0
AUSTIN PRES-STREESED CONCRETE,0
ECONO AUTO PAINTING OF TEXAS INC,0
TEXANA MACHINERY CORPORATION,0
"LEGACY HOMES - SECTION 15A,",0
KTEC ELECTRONICS,0
ADVANCED STAINLESS TECHNOLOGIES,0
UNIVAC OF TEXAS,0
QUIBPRO INC,0
TWO HILLS STUDIO INC,0
PRIME EQUIPMENT NO 231,0
CINCO ELECTRONICS RECYCLING,0
SPRINGWOODS MUD MS4,0
THE TRANSPORT CO OF TEXAS,0
UNIVERSAL CIRCUITS INC,0
NTB NO 732,0
RISING SUN INC,0
CVS PHARMACY 6822,0
ACCO WASTE PAPER,0
GAVLON INDUSTRIES,0
PENSKE TRUCK LEASING CO LP,0
OKLAHOMA INSTALLATION CO,0
GARCIA & BUGGE ENTERPRISES INC - CELLZDIRECT,0
10611 RESEARCH LIMITED,0
AUSTIN SCREEN PRINTING,0
FST SERVICE CO,0
UNIVERSITY OF TEXAS AT AUSTIN,0
MODULAR POWER SYS,0
MEDICAL RETRO DESIGN,0
AIR FORCE BASE CONVERSION AGENCY,0
ANTHONYS LAUNDRY & DRY CLEANERS,0
"CENTEX MATERIALS, L.P.",0
EXXON MOBIL CORPORATION,0
TEXAS FRAME & SHOP,0
CR-T OPERATING,0
TUNEUP MASTERS INC,0
AUSTIN COMMUNITY COLLEGE NORTHRIDGE CAMPUS PARKING LOT,0
US DEPARTMENT OF THE AIR FORCE,0
AUSTIN ISD,0
APPLIED MATERIALS INC,0
TEXAS ALTERNATOR STARTER SERVICE,0
O'NEAL CONSTRUCTION INCORPORATED,0
AUSTIN DRIVETRAIN,0
VEECO,0
BEN WORKSHOP INC SHOTZ,0
ARTHROCARE,0
SOLECTRON TEXAS LP,0
CHEVRON USA,0
183 RADIATOR SHOP,0
S & R PRECISION CO INC,0
FLINT HILLS RESOURCES CORPUS CHRISTI LLC AUSTIN TERMINAL,0
CLASSIC MARBLE CO,0
GREATER AUSTIN TRANSPORTATION COMPANY,0
HOME DEPOT USA HD6553,0
CONTINENTAL AIRLINES INC,0
CVS PHARMACY 6893,0
THE TOYOTA STORE,0
SANMINA SCI CORPORATION,0
RWS ENTERPRISES - KIDDIE KANDIDS,0
JACK BROWN CLEANERS NO 10,0
FOSTER UTILITIES WWTP,0
ECONO LUBE N TUNE INC,0
ROUND 2 TECHNOLOGIES INC,0
AUSTIN AMERICAN TECHNOLOGY CORP,0
STAR ENTERPRISES INC,0
EXXON MOBIL CORPORATION,0
ELECTRONIC RECYCLING & TRADING INC,0
ONE PRICE CLEANERS NO 89,0
AUSTIN ISD LANCE GILES SERVICE CENTER,0
MOBIL OIL CORPORATION,0
REAGAN NATIONAL ADVERTISING,0
EMC TEST SYSTEMS,0
CITY OF AUSTIN DBA AUSTIN ENERGY,0
HENNA CHEVROLET INC,0
CUSTOM CAR CRAFTER,0
ALBERT H. ULLRICH WATER TREATMENT PLANT,0
SMTC MFG. CORP.,0
LTD MATERIAL,0
CAD TECH INC,0
CHLOR A VAC,0
CCIR OF TEXAS CORPORATION,0
WAYNE-DRESSER,0
MOTIVA ENTERPRISES,0
AIR FORCE BASE CONVERSION AGEN,0
AUSTIN CITY ELECT UTILITY,0
CALIBER COLLISION CENTERS,0
SHOAL CREEK HOSPITAL,0
AUSTIN READY MIX,0
TEXACO STATION,0
AUSTIN ISD,0
HUGHES AVIATION SVCS,0
COASTAL STATES CRUDE GATHERING CO,0
LONGHORN CLNRS,0
AUSTIN LIGHTING PRODUCTS,0
"AIR PRODUCTS, ECD - AUSTIN, TX",0
HORNSBY BEND BIO SOLIDS TREATMENT PLANT,0
WAL-MART SUPERCENTER 3569,0
RICKS CLEANERS,0
COVERT FORRESTER BODY SHOP,0
"MICHAEL ANGELO'S GOURMET FOOD, INC.",0
LAUREN CONCRETE,0
WAL-MART STORES INC,0
ASHLAND INC,0
ROYAL BATHS MANUFACTURING AUSTIN PLANT,0
EVERGREEN SOLUTIONS INC,0
APPLIED MATERIALS,0
EXXON RAS NO 60135,0
MORGAN PRINTING,0
CITY OF AUSTIN FLEET SERVICE CENTER 5,0
AMBER OAKS URS AUSTIN,0
SETON MEDICAL CENTER AUSTIN,0
CEDRA,0
CITY OF AUSTIN,0
PARK AT HAWK HOLLOW WWTP,0
GAEDCKE EQUIPMENT CO,0
ROAD HAWK CONVERSIONS,0
LCRA MANSFIELD MARSHALL FORD DAM,0
SUNSET FARMS ELECTRIC,0
SHERWIN WILLIAMS,0
THE UNIVERSITY OF TEXAS SYSTEM,0
CARRIAGE BODY SHOP INC,0
XETEL CORP.,0
TREMETRICS INC,0
UNITED COLLISION EXPERTS,0
AUSTIN ISD,0
TARGET STORE T0095,0
DAN N DAVIDSON,0
"ZERO PRODUCTS,INC.",0
TUNEUP MASTERS INC,0
LOST CREEK MUD,0
IMAGE MICROSYSTEMS,0
THE CLOSET FACTORY,0
STOCK BUILDING SUPPLY,0
WALGREENS,0
DAVE TRANSPORTATION SERVICES INC,0
CVS PHARMACY 7210,0
MCKINNEY ROUGHS WWTP,0
MOTIVA ENTERPRISES LLC,0
RAM CLEANERS,0
OAK HILL FIRE STATION,0
CITY OF AUSTIN,0
TELEX COMMUNICATIONS,0
FORMULATION TECHNOLOGIES LLC,0
AUSTIN ISD,0
CITY OF AUSTIN DBA AUSTIN ENERGY,0
CALIBER COLLISION CENTERS,0
EXXON 63669,0
SOLECTRON TEXAS LP,0
A B DICK COMPANY,0
HUBBELL BUILDING AUTOMATION INC,0
MAJESTIC COMPANY,0
TARGET 1061,0
AUSTIN POLICE DEPARTMENT,0
CASTROS CLEANERS,0
STAR ENTERPRISES INC,0
AUSTIN ISD,0
STAR ENTERPRISE,0
AUSTIN ENERGY POLE YARD,0
HYDROPROCESSING LLC,0
CVS PHARMACY 6844,0
PENSKE TRUCK LEASING CO LP,0
AEGIS ASSOCIATES INC,0
TXI - VOLENTE READY MIX,0
AUSTIN NEURO DIAGNOSTICS,0
CATO GRAPHICS INC MAIN PLT,0
RISING SUN,0
"AUSTIN, CITY OF-WALNUT CREEK",0
DRILLING SUPPLY & MFG,0
GREATER AUSTIN TRANSPORTATION,0
HD SUPPLY CONSTRUCTION SUPPLY HDWC0707,0
BEAR PAINT & BODY,0
CARRIER BUILDING SYSTEMS AND SERVICE,0
T D WERNICK INC,0
HUBBELL BUILDING AUTOMATION,0
CLINICAL PATHOLOGY LABORATORIES,0
NATIONAL INSTRUMENTS,0
QUALEX INC,0
GTI COATINGS INC,0
EXXON MOBIL CORPORATION,0
M C DALCHAU SERVICE CENTER,0
ADJUTANT GENERAL DEPARTMENT CAMP MABRY,0
AUSTEX PRINTING ; MAILING,0
11 BARTON SKYWAY,0
SWEET CLEANERS,0
CENTEX MATERIALS,0
LANFORD EQUIPMENT,0
CAPITOL MACHINE WORKS INC,0
JACK BROWN CLEANERS 19,0
STAR ENTERPRISES INC,0
HOME DEPOT USA HD6542,0
WALGREEN CO,0
EXXON MOBIL CORPORATION,0
AMTECH LIGHTING SERVICES,0
VILLAS ON TRAVIS CONDOMINIUM,0
MET CENTER (BUILDING #15),0
AUSTIN ARCHITECTURAL GRAPHICS,0
AUSTIN DRIVE TRAIN INC,0
AB DICK CO,0
TWOMEY AUTO WORKS,0
"TXI OPERATIONS, LP",0
BEHL PRESTON FABRICATING,0
CHEVRON USA INC,0
FST INDUSTRIAL SERVICES,0
ADVANCED MICRO DEVICES INC,0
COMPTROLLER OF PUBLIC ACCOUNTS,0
ALS BODY WORKS,0
PARAGON PRINTING & MAILING,0
CHEVRON USA INC,0
CALIBER COLLISION CENTERS,0
HISCO INC - AUSTIN TX,0
GORDON AUTOMOTIVE INC,0
WAL-MART STORE 1253,0
HERITAGE BODY AND FRAME,0
CAPITOL CHEVROLET,0
PEARCE LANE WWTP,0
SPANSION LLC,0
CITY OF AUSTIN,0
INTENSIVE CARE COLLISION,0
AUSTIN BRAKE & CLUTCH SUPPLY,0
TEXAS DEPARTMENT OF TRANSPORTATION,0
TYCO ELECTRONICS POWER SYSTEMS INC,0
GERMAN AUTO SERVICE,0
AUSTIN COCA-COLA BOTTLING,0
PENSKE TRUCK LEASING CO LP,0
CITY OF AUSTIN SERVICE CENTER 3,0
TWO HILLS STUDIO,0
AUSTIN DISTRICT OFFICE,0
FOX PHOTO INC,0
THE PEP BOYS AUSTIN # 0749 TX,0
SELCO INC,0
MINCO TECHNOLOGY LABS INC,0
MAXWELL CHRYSLER PLYMOUTH DODGE INC,0
K AND S INTERCONNECT INC,0
CAPITAL AGGREGATES,0
STRATUS PROPERTIES,0
ACE AUTO SALVAGE,0
OLD MANOR,0
CVS PHARMACY 6945,0
TARRYTOWN TEXACO,0
CVS PHARMACY 6964,0
JACK BROWN CLEANERS NO 42,0
CAPITOL AGGREGATES MAIN PLANT,0
INTERNAL REVENUE SERVICE AUSTIN,0
US DEPARTMENT OF THE AIR FORCE,0
STATE PURCHASING AND GENERAL SERVICES CO,0
PERFORMANCE JAGUAR INC,0
JACK BROWN CLEANERS INC,0
WAL-MART STORES INC,0
AUSTIN MOTOR EXCHANGE,0
LITHOPRINT PRINTING PRESSES,0
ROUND 2 TECHNOLOGIES,0
AUSTIN TOYOTA,0
NEW TECH TEXAS INC,0
PINNACLE AIRLINES,0
ELLIS AND SALAZAR,0
DESSAU WWTF,0
MOBIL OIL CORPORATION,0
CAPITOL METRO SPECIAL TRANSIT SERVICES,0
PENSKE TRUCK LEASING CO LP - ROLLINS LEASING,0
UNDERGROUND RESOURCE MANAGEMENT,0
BEAMAN METAL COMPANY INC,0
BUL MAN CONSTRUCTION COMPANY,0
CVS PHARMACY 6892,0
JIFFY LUBE,0
FIRST TEXAS HONDA,0
ONION CREEK VOLKSWAGEN,0
PATRICK MEDIA GROUP,0
WALMART SUPERCENTER 1129,0
WAL-MART STORES TEXAS LLC,0
RECYCLED ENGINE COOLANT INC,0
COVERT FORD,0
INN & MARINA WWTF,0
US DRUG ENFORCEMENT ADMINISTRATION,0
HELIOVOLT,0
SULZER CARBOMEDICS INC.,0
WAL-MART STORE 2133,0
AUSTEX BODY TOWING FRAME,0
KENNY HILLS AUTOWORKS,0
UNITED REFIRGERATION INC,0
STRUTS CLEANERS INC,0
IVORY CLEANERS INC,0
AUSTIN,0
MOUNTAIN VIEW SUBDIVISION (TXU010810),0
SUPPORT SYSTEMS OF TEXAS,0
COMPAQ COMPUTER,0
NATIONAL COATINGS & SUPPLIES,0
GLASTRON BOAT COMPANY,0
ASHLAND CHEMICAL COMPANY,0
KELSEYS PAINT AND BODY,0
AUSTIN COMMUNITY COLLEGE,0
PREMIER RESEARCH LABS,0
AUSTIN DIVISION,0
COMET CLEANERS,0
"SONIC REFERENCE LABORATORY, INC.",0
TARGET STORE T0096,0
AUSTIN BAKING CO,0
MET CENTER (BLDG #15),0
SHAMROCK CLEANERS,0
SOLECTRON TEXAS LP,0
REBREU INTERNATIONAL INC,0
AUSTIN STATE HOSPITAL,0
US DEPARTMENT OF THE ARMY,0
CASTLETOP CAPITAL HAYS ABC WWT,0
SETON HEALTHCARE - RISK SAFETY AND SECURITY DEPTS,0
WHITLEY CO,0
TEXAS DEPARTMENT OF TRANSPORTATION,0
GAREY CONSTRUCTION,0
STAKTEK GROUP LP,0
EXXON MOBIL CORPORATION,0
AGUIRRE PAINT & BODY INC,0
MULTILAYER TEK LP,0
HOWARD SYSTEMS,0
LINE 19 -  EAST AUSTIN LOOP PIPELINE,0
BUL-MAN CONSTRUCTION COMPANY,0
GUNZE ELECTRONICS USA,0
TOM FAIREY COMPANY,0
AUSTIN ENERGY DOMAIN PLANT,0
RIVERSIDE GROCERY,0
BILLYS AUTOMOTIVE,0
AUSTIN BODY WORKS,0
TEXAS GAS SERVICE,0
QUALITY BODY SHOP INC,0
HOME DEPOT USA INC,0
DONS PAINT & BODY SHOP,0
STAR ENTERPRISE,0
TEF LABS,0
TRINITY ENGINEERING TESTING,0
STATE OF TEXAS PRESERVATION BOARD,0
HOME DEPOT USA HD6839,0
UNITED PARCEL SVC,0
IMAGE MICROSYSTEMS INC,0
CITY OF AUSTIN HOUSEHOLD HAZARDOUS WASTE FACILITY,0
ZIMMER AUSTIN INC,0
CANON NANOTECHNOLOGIES,0
XETEL CORPORATION,0
AUSTIN ISD,0
JOE ANGELL AUTOMOTIVE,0
CIRRUS LOGIC AUSTIN,0
"HISCO, INC.",0
WALGREEN CO,0
CHUCKS CUSTOM AUTO INC,0
ELM CREEK RANCH,0
CONTINENTAL CARS,0
CAPITOL CHEVROLET INC,0
FLASHCARDS,0
AUSTIN ISD,0
DISCOUNT DRIVE AXLE OF AUSTIN,0
HAWTHORN SUITES LTD,0
AMERICAN TRANFER & STORAGE,0
THE PEP BOYS HYM # 0797 TX,0
MINNESOTA MINING & MANUFACTURING COMPANY,0
THE GOODYEAR TIRE & RUBBER COMPANY,0
EMC TEST SYSTEMS LP,0
GARFIELD WWTP,0
ASCENSION HEALTH DBA SETON HEALTHCARE,0
DRY CLEAN SUPER CENTER,0
TEXAS DEPT OF TRANSPORTATION MATERIALS TEST ANNEX,0
AUSTIN READY MIX PLANT,0
THOMAS M HARTLEY,0
CENTRAL FREIGHT LINES INC,0
AUSTIN COLD TYPE,0
"NEWSPEAK, LLC",0
EXXON MOBIL CORPORATION,0
CITY OF AUSTIN,0
OAK HILL READY MIX PLANT,0
COMET ONE-HOUR CLEANERS,0
CAPITAL PRINTING CO INC,0
LONE STAR PORSCHE AUDI,0
DRY CLEAN CITY,0
WAL-MART STORES INC,0
AUSTIN COMMUNITY COLLEGE,0
EXXON COMPANY USA,0
CONCRETE CHEMICAL CORPORATION,0
CHEVRON FAC 175382,0
AUSTIN ISD,0
OLMOS ABATEMENT INC,0
SOLESBEE AUTO CRAFTS INC,0
SWEET CLEANERS,0
APPLIED MATERIALS INC,0
YELLOW TRANSPORTATION INC,0
SENDERA HOMES SECTION 12A,0
LAMPLIGHT VILLAGE PLT,0
RANDALL'S STORE #2483,0
ESE-T OPERATING LP,0
REDDY ICE AUSTIN,0
AD IMAGE,0
NEW SWEDEN WWTF,0
CEN-TEX NISSAN INC,0
FERN BLUFF MUD MS4,0
STAR ENTERPRISES INC,0
CVS PHARMACY 0213,0
GAREY CONSTRUCTION CO INC,0
"WESTCREEK VILLAGE, LTD",0
"LONE STAR TRANSMISSION, LLC",0
ELGIN WWTP,0
BETHANY ESTATES AT,0
SEPHORA USA STORE 72 ARBORETUM MARKET,0
EXXON MOBIL CORPORATION,0
AUSTIN NURSING & CONVALESCENT CENTER INC,0
JACK BROWN CLEANERS INC,0
THE PARK AT BARTON CREEK,0
ALLSTAR BODY SHOP,0
BOC EDWARDS KACHINA,0
BEST CLEANERS,0
LAKE AUSTIN INC,0
SILVERADO WWTP,0
3M AUSTIN CENTER,0
VISIONS LIMITED,0
AUSTIN ISD,0
KIMS CLEANERS,0
AUSTIN TESTING ENGINEERS,0
QUALEX INC,0
FURROW BUILDING MATERIALS,0
ADVANCED STAINLESS TECHNOLOGIES,0
HURST CREEK MUD,0
SAN JACINTO BATTLEGROUND STATE PARK,0
J R BODY SHOP,0
WIGHT ENGINEERING CO,0
ABF FREIGHT SYSTEMS,0
US POSTAL SERVICE AUSTIN P&DC,0
LOST CREEK MUD MS4,0
EPIC LABORATORIES INC,0
101 COLORADO HIGH RISE,0
SEA PHARMACEUTICAL SCIENCES INC,0
TIP TOP CLEANERS,0
CLASSY CLEANERS INC,0
MOBIL OIL CORPORATION,0
AUSTIN ISD,0
CIRCUIT RESOURCES INC,0
THERMO ELECTRON SCIENTIFIC INSTRUMENTS DIVISION,0
HOLT MACHINERY CO,0
SUPERNATURAL AXLE,0
THE HOME DEPOT AUSTIN MUELLER AIRPORT,0
CVS PHARMACY 1430,0
TXI OPERATIONS LP,0
ALBERTSONS NO 4049,0
TULLOS,0
CITY OF AUSTIN MS4,0
CJ TEST,0
FORMER AMERICAN CLEANERS FACILITY,0
TRAVIS COUNTY MS4,0
BENTSEN STATE PARK WWP,0
PHARMAFORM,0
CITY OF AUSTIN ELECTRIC UTILITY DEPARTMENT,0
RED MCCOMBS COLLISION CENTER,0
SMITHERS FURNITURE REFINISHING,0
PROPERTY H168,0
CERQA COPYRIGHT PRINTING,0
CUSTOM QUALITY MARBLE INC,0
TUNEUP MASTERS INC,0
XETEL CORPORATION,0
COMET ONE-HOUR CLEANERS,0
WAYNE A GE ENERGY BUSINESS,0
FOSTER HI TECH FINISHES,0
OKLAHOMA INSTALLATION CO,0
FOOD BASKET,0
CITY OF AUSTIN DBA AUSTIN ENERGY,0
ROGER BEASLEY VOLVO,0
COVINGTON MIDDLE SCHOOL - AUSTIN ISD,0
TEXAS NATIONAL GUARD - ADJUTANT GENERAL DEPARTMENT CAMP MABRY,0
HENDRIX GMC TRUCKS INC,0
AAMCO TRANSMISSIONS,0
SHAMROCK CLEANERS,0
HOLT CAT,0
THE LITHOPRINT CO,0
OLMOS ABATEMENT OAI,0
HD SUPPLY CONSTRUCTION SUPPLY HDWC 0713,0
AUSTIN FORD TRACTOR,0
HOWARD SYSTEMS CORP,0
CEN-TEX NISSAN INC,0
TARRYTOWN TEXACO OF AUSTIN INC,0
CITY OF AUSTIN,0
CON WAY FREIGHT LTX,0
ELECTROSOURCE INC,0
TXDOT,0
CAPITOL CLEANERS,0
"AUSTIN BRIDGE & ROAD, INC.",0
PENSKE TRUCK LEASING,0
CITY OF AUSTIN ELECTRIC DEPARTMENT,0
WELLS BRANCH MUD MS4,0
HENNA CHEVROLET LP,0
SHREVE AUTOMOTIVE,0
WALNUT CREEK WASTEWATER TREATMENT PLANT,0
JACK BROWN CLEANERS INC,0
ERGON ASPHALT & EMULSIONS INC - AUSTIN,0
WAL-MART SUPERCENTER 5478,0
AUS-TEX PRINTING,0
GULF ENERGY EXPLORATION CORPORATION,0
LOWER COLORADO RIVER AUTHORITY,0
HOME DEPOT USA INC,0
CAPITAL PRINTING CO INC,0
RANDALL'S STORE #2481,0
MAGNUM CUSTOM TRAILER MFG CO INC,0
FST SERVICE CORP,0
LONGHORN DISPOSAL,0
CHEVRON FAC 157966,0
SMH AUTOMOTIVE,0
SEMATECH,0
EXXON RS 60062,0
CENTEX MATERIALS OAK HILL,0
CAPITOL CHEVROLET INC,0
PRESLEY OIL CO,0
EXXON RAS NO 60121,0
AUSTIN ISD,0
BURCHAM ENVIRONMENTAL SERVICES LLC,0
973 PLANT,0
CHEVRON USA INC,0
UNIVERSITY OF TEXAS AUSTIN LAKESHOP,0
GESTETNER CORPORATION,0
SOUTHSIDE AUTO PARTS & BODY,0
MAJESTIC PRODUCTS CO,0
SAMS CLUB PLUS NO 6287,0
TEXAS AUSTIN COMMUNITY RECYCLING & DISPOSAL,0
THE SHERWIN-WILLIAMS COMPANY,0
JACK BROWN CLEANERS NO 51,0
